Year,area,Live_anim,item,feedtype,ft,Intake_DM,Intake,Supply,Loss,Loss_share
1966,Benin,"Cattle, dairy",Palmkernel Cake,crops,crops,11.5079936435788,12.5908026734998,13.9977042818432,1.40690160834347,0.100509453551494
2003,Pakistan,Goats,"Oilcrops, Other",crops,crops,0.00744092339365245,0.0080886928819485,0.00898743653549833,8.9874365354983e-4,0.1
1991,Rwanda,"Chickens, layers",DDGS Barley,crops,crops,607.412302239455,660.949186332378,734.387984813753,73.4387984813752,0.1
1967,Republic of Korea,Sheep,Millet and products,crops,crops,1.3706411145110496e-18,1.5566622538456e-18,1.72962472649511e-18,1.7296247264951097e-19,0.1
1993,Jordan,"Chickens, layers",Fodder vegetables and roots,residues,residues,215.794182706942,2157.94182706942,2397.71314118825,239.771314118825,0.1
2019,"China, mainland",Rabbits and hares,Wheat and products,crops,crops,8.48268335852455,9.6503792474682,10.722643608298,1.0722643608298,0.1
2014,Fiji,Sheep,Molasses,crops,crops,4.708632528265761e-15,6.2573189744395505e-15,6.952576638266171e-15,6.952576638266169e-16,0.1
2011,Barbados,Sheep,Other crop residues,residues,residues,970.18425304938,1078.38190409342,1982.74834161833,904.366437524909,0.456117611369056
1971,Bahamas,"Chickens, layers",Oats,crops,crops,0.0625647704957452,0.0721346316246101,0.0801495906940112,0.0080149590694011,0.0999999999999997
1983,Belgium-Luxembourg,"Cattle, dairy",Straw,residues,residues_grazers,533056.308380353,608859.289983271,740951.87921886,132092.589235589,0.178274180740113
2010,Uganda,Sheep,"Pulses, Other and products",crops,crops,0.758852620075432,0.803869300927364,0.893188112141516,0.0893188112141515,0.1
1971,United Kingdom,"Chickens, broilers",Pelagic Fish,animals,animals,9928.71585065342,39714.8634026137,44127.6260029041,4412.76260029041,0.1
1982,Venezuela,"Chickens, broilers",Pelagic Fish,animals,animals,1923.97354522736,7695.89418090946,8550.99353434384,855.099353434386,0.1
1970,Czechoslovakia,Rabbits and hares,Wheat and products,crops,crops,3.52581886227318,4.01117049177836,4.45685610197595,0.445685610197596,0.1
1965,France,"Chickens, broilers",Wheat and products,crops,crops,353358.502282101,402000.57142446,446667.301582734,44666.7301582733,0.1
1993,Colombia,"Chickens, broilers",Milk - Excluding Butter,animals,animals,2304.70915128895,19367.3037923441,21519.2264359379,2151.92264359379,0.1
2007,Malta,Sheep,"Pulses, Other and products",crops,crops,25.6627104796872,27.1850746606855,30.2056385118728,3.02056385118729,0.1
1967,Turkey,Geese,Soy hulls,residues,residues,0.0160883084708822,0.0174872918161763,0.0194303242401959,0.00194303242401959,0.1
2016,Chile,Turkeys,Sugarbeet pulp,residues,residues,40427.6422452783,45271.7158401773,50301.9064890859,5030.19064890859,0.1
2015,Bulgaria,"Cattle, non-dairy",Peas,crops,crops,46.6128061154247,50.878085627169,56.53120625241,5.653120625241,0.1
2013,Tunisia,Sheep,Molasses,crops,crops,1089.04164971515,1447.23142819289,1622.54553783708,175.314109644193,0.10804880698627
2018,Republic of Korea,Pigs,Soyabean Cake,crops,crops,688082.672093838,781912.127379361,868791.252643734,86879.1252643733,0.0999999999999998
1962,France,"Chickens, broilers",Soyabeans,crops,crops,501.118735252671,582.696203782175,647.440226424639,64.744022642464,0.1
2019,Turkey,Sheep,Sugar cane,crops,crops,25.8210880598788,87.5291120673858,97.471896639274,9.94278457188815,0.102006680024752
2021,United Arab Emirates,"Cattle, dairy",Sunflower seed,crops,crops,35.2870779677465,37.7133002861558,41.9036669846176,4.19036669846175,0.0999999999999999
1972,El Salvador,Goats,Grassland,grass,grass,7514.35586105952,37571.7793052976,37571.7793052976,0,0
1999,"China, Taiwan",Buffalo,Rape and Mustard Cake,crops,crops,335.684641860569,376.328073834718,510.092788877968,133.76471504325,0.262236044029337
1997,Guyana,Sheep,Copra Cake,crops,crops,15.4663538993179,17.0146907583255,40.0165698609426,23.0018791026171,0.57480886499139106
1991,Mali,"Cattle, non-dairy","Cereals, Other",crops,crops,1985.87080906574,2275.85232630971,2528.72480701079,252.872480701078,0.0999999999999998
2011,Cuba,Sheep,Groundnut Cake,crops,crops,4.81177180204981,5.27606557242304,6.237470201076,0.961404628652961,0.154133742953531
1974,North Korea,Goats,"Oilseed Cakes, Other",crops,crops,5.24017450779597,5.82943302990189,6.4771478110021,0.64771478110021,0.1
1988,United Kingdom,Turkeys,"Pulses, Other and products",crops,crops,9932.2433715194,10521.4442494909,11690.4936105454,1169.04936105454,0.1
2002,Bulgaria,Horses,Barley and products,crops,crops,17286.8117732008,19533.1206476845,22255.5036091225,2722.38296143797,0.122324033158345
2009,Uzbekistan,"Cattle, non-dairy","Oilcrops, Other",crops,crops,1153.83466218238,1254.28172354277,1393.64635949196,139.364635949196,0.1
1961,Afghanistan,"Chickens, broilers",Sesameseed Cake,crops,crops,70.5584474159717,78.4927569288644,87.2141743654049,8.72141743654046,0.0999999999999997
1980,Poland,"Cattle, non-dairy",Sunflowerseed Cake,crops,crops,501.426728592231,551.018383068385,612.242647853761,61.224264785376,0.0999999999999998
1977,Barbados,"Cattle, dairy",Cassava and products,crops,crops,2.46808247201226e-17,5.93289055772178e-17,6.59210061969087e-17,6.5921006196908695e-18,0.1
2000,New Zealand,Ducks,Milk - Excluding Butter,animals,animals,39.7444265175531,333.986777458429,371.096419398255,37.1096419398255,0.1
2014,Spain,Sheep,Rape and Mustard Cake,crops,crops,20287.4677684818,22743.7979467285,25270.8866074761,2527.08866074761,0.1
1978,Rwanda,"Cattle, non-dairy",DDGS Barley,crops,crops,173.56571558890101,188.863673110882,209.848525678758,20.9848525678758,0.1
2004,Switzerland,"Chickens, broilers","Oilcrops, Other",crops,crops,376.241167124124,408.994836986094,454.438707762326,45.4438707762326,0.1
2016,Burkina Faso,Sheep,Sesame seed,crops,crops,3.0621657339696307e-15,3.3287425317180504e-15,3.698602813020051e-15,3.698602813020049e-16,0.1
1979,Central African Republic,Pigs,Pelagic Fish,animals,animals,12.3667035677543,49.4668142710172,54.9631269677968,5.49631269677968,0.1
2010,Norway,"Chickens, broilers",Peas,crops,crops,988.999377616299,1079.49722861521,1199.44136512801,119.944136512801,0.1
2016,Kyrgyzstan,"Cattle, non-dairy",Potatoes and products,crops,crops,26783.2609675785,117987.933777879,131097.704197643,13109.7704197643,0.1
1997,Cyprus,"Cattle, dairy",Barley and products,crops,crops,30553.3561138075,34523.566230291,38359.5180336567,3835.95180336566,0.1
1992,Burundi,Pigs,Palmkernel Cake,crops,crops,53.77880388928,58.8389539270021,65.3766154744468,6.53766154744468,0.1
1980,Viet Nam,Goats,Groundnut Cake,crops,crops,0.193887576216368,0.212596026553035,0.23621780728115,0.0236217807281149,0.1
2016,United States of America,Sheep,Sugar cane,crops,crops,60.5679667941386,205.315141675046,228.127935194496,22.8127935194496,0.1
2019,Kyrgyzstan,Rabbits and hares,Oats,crops,crops,5.82501544129843e-5,6.71600550495591e-5,7.4622283388399e-5,7.46222833883991e-6,0.1
1983,Thailand,Geese,Copra Cake,crops,crops,5.79478949857305,6.37490593902426,7.08322882113807,0.708322882113805,0.0999999999999998
2020,Japan,Pigs,Wheat and products,crops,crops,336353.583313478,382654.816056289,425172.017840321,42517.2017840321,0.1
2020,Ukraine,"Chickens, layers",Sunflowerseed Cake,crops,crops,55322.3339743109,60793.7735981439,67548.637331271,6754.86373312709,0.1
1964,Poland,"Cattle, dairy",Millet and products,crops,crops,2335.14387592832,2652.06573075334,2946.73970083705,294.673970083705,0.1
1982,Poland,"Cattle, dairy",Rape and Mustard Cake,crops,crops,40780.8347957132,45718.4246588713,50798.2496209681,5079.82496209682,0.1
2011,Afghanistan,"Cattle, non-dairy","Pulses, Other and products",crops,crops,2877.33588460156,3048.0253014847,3386.69477942745,338.669477942745,0.1
2009,Netherlands,"Cattle, non-dairy","Fish, Liver Oil",animals,animals,2.69155469786268,2.74648438557416,3.05164931730463,0.305164931730463,0.1
2011,Slovenia,Pigs,"Oilcrops Oil, Other",crops,crops,705.529527071388,706.235762834223,784.706403149137,78.4706403149137,0.1
1964,Belgium-Luxembourg,"Chickens, broilers","Pulses, Other and products",crops,crops,1249.08110610799,1323.17913782626,1470.19904202918,147.019904202918,0.1
1997,Israel,Sheep,Grassland,grass,grass,197518.48927592,987592.446379601,987592.446379601,0,0
2021,Senegal,Asses,Sweet potatoes,crops,crops,190.391406496026,737.951187969091,819.945764410102,81.9945764410102,0.1
1996,Jordan,Rabbits and hares,Barley and products,crops,crops,0.327598774688491,0.370168106992645,0.415555137292208,0.0453870302995628,0.109220236321246
1996,United States of America,Goats,Sugarbeet pulp,residues,residues,2504.1688235391,2804.22040709865,3221.99357054059,417.773163441938,0.129662941373233
2017,Japan,"Chickens, broilers",Crustaceans,animals,animals,798.151569340677,3192.60627736271,4517.13728664504,1324.53100928234,0.29322354518609
2021,Sri Lanka,"Cattle, non-dairy",Other crop residues,residues,residues,234431.879496366,260576.375875916,358800.861391528,98224.4855156118,0.273757663609475
1984,Switzerland,"Chickens, broilers",Soyabean Cake,crops,crops,4023.41675667642,4572.06449622321,5080.07166247023,508.007166247023,0.1
2005,Senegal,"Chickens, layers",DDGS,crops,crops,255.822574864371,282.364872918732,313.73874768748,31.373874768748,0.1
2007,Botswana,"Cattle, non-dairy",Pelagic Fish,animals,animals,5420.15244824194,21680.6097929678,24089.5664366309,2408.95664366308,0.0999999999999998
1980,Dominican Republic,Sheep,Other crop residues,residues,residues,834.580437201416,927.655172880418,1626.55975242273,698.904579542315,0.429682695948494
2012,Armenia,"Chickens, layers","Oilseed Cakes, Other",crops,crops,11.5185658341184,12.8138305376306,14.2375894862562,1.42375894862562,0.1
2010,Dominica,"Chickens, layers",Coconuts - Incl Copra,crops,crops,39.9880328632286,199.940164316143,222.155738129048,22.2155738129048,0.1
1995,Jamaica,Pigs,Copra Cake,crops,crops,412.215397953336,453.482285977268,503.869206641408,50.3869206641408,0.0999999999999998
1990,Ireland,Turkeys,Maize and products,crops,crops,366.060558335305,424.664220806618,471.849134229575,47.1849134229574,0.0999999999999997
2020,Germany,Buffalo,Rye and products,crops,crops,7.41131469691177e-14,8.460404905150432e-14,9.400449894611581e-14,9.40044989461159e-15,0.1
2018,France,"Chickens, broilers",Palmkernel Cake,crops,crops,4645.08310085058,5082.14781274681,5646.830903052,564.6830903052,0.0999999999999999
1981,Italy,"Cattle, non-dairy",Molasses,crops,crops,3558.83800357997,4729.3528286777,5254.83647630856,525.483647630856,0.1
2001,Pakistan,"Chickens, layers",Cottonseed Cake,crops,crops,125302.913894415,140395.421730437,155994.913033818,15599.4913033818,0.1
1993,United Kingdom,Ducks,DDGS,crops,crops,1300.41383323803,1435.33535677487,1594.81706308319,159.481706308319,0.1
2009,Israel,Pigs,Sorghum and products,crops,crops,2301.23530117609,2660.38763141745,2955.9862571305,295.59862571305,0.1
2002,Czechia,"Chickens, layers",Sesameseed Cake,crops,crops,20.660209327267,22.9834534094005,25.537170454889505,2.55371704548895,0.1
2014,Ethiopia,"Cattle, non-dairy",Millet and products,crops,crops,8585.52591094213,9750.73925149589,10834.1547238843,1083.41547238843,0.0999999999999998
2002,Australia,Turkeys,"Fish, Body Oil",animals,animals,13.2083552404263,13.4779135106391,15.2249652561181,1.74705174547898,0.114749144979292
1981,Guinea-Bissau,"Cattle, non-dairy",Copra Cake,crops,crops,2.09554088493846e-14,2.3053255059828998e-14,2.5614727844254502e-14,2.5614727844254506e-15,0.1
1982,Somalia,"Chickens, broilers",Sorghum and products,crops,crops,412.61445358019,477.010928994439,530.012143327155,53.0012143327155,0.1
1974,Oman,"Chickens, layers",Dates,crops,crops,993.080974160345,1289.71555085759,1433.01727873066,143.301727873066,0.1
1964,Mexico,Sheep,Maize and products,crops,crops,3.85459752528547e-14,4.47169086460032e-14,4.96854540511147e-14,4.968545405111471e-15,0.1
1997,Kuwait,"Cattle, dairy",Fodder vegetables and roots,residues,residues,77.6866598721382,776.866598721382,863.185109690425,86.3185109690425,0.1
2012,Bulgaria,Sheep,Temporary grassland,grass,grass,2295.7756577853,11478.8782889265,12754.3092099183,1275.43092099183,0.1
1993,"China, Taiwan",Turkeys,Cassava and products,crops,crops,31.1354173444958,74.844753231961,105.760021602483,30.915268370522,0.292315261495712
2000,North Korea,Sheep,Cottonseed Cake,crops,crops,2.3921001244714,2.6802242290996,2.97802692122178,0.297802692122179,0.1
1978,Algeria,Horses,Barley and products,crops,crops,7435.15950938778,8401.31018009919,9334.7890889991,933.47890889991,0.1
1972,Switzerland,"Chickens, layers",Beans,crops,crops,12.55145879061,12.7685236933978,14.1872485482198,1.41872485482197,0.1
1999,Argentina,Goats,Soy hulls,residues,residues,280.535598487567,304.929998356051,338.811109284501,33.8811109284502,0.1
2012,Turkey,Turkeys,"Sweeteners, Other",crops,crops,3792.10254718677,3811.15833888117,4234.62037653464,423.462037653464,0.1
1995,Portugal,Sheep,Oats,crops,crops,1158.33407594058,1335.51200146877,1483.90222385419,148.390222385419,0.1
2004,Cuba,Horses,"Vegetables, Other",crops,crops,29682.421057008,249432.109722756,326142.967221744,76710.8574989879,0.235206229195898
1990,Ghana,"Chickens, broilers",DDGS Barley,crops,crops,106.970341388489,116.398630455375,146.396950079715,29.9983196243404,0.204910823674988
1987,Yugoslav SFR,"Cattle, dairy",Sugarbeet pulp,residues,residues,819689.244968304,917905.089550172,1079848.52380625,161943.434256081,0.149968658275572
1976,Poland,"Chickens, layers",Brans,residues,residues,12.8353794841121,14.4623994187179,17.7966013416794,3.33420192296154,0.187350486699552
1963,French Guiana,"Chickens, broilers","Vegetables, Other",crops,crops,0.722496845048096,6.0714020592277,6.74600228803078,0.674600228803077,0.1
1986,Uruguay,Turkeys,Potatoes and products,crops,crops,11.5283293587927,50.7855918889546,56.4284354321718,5.64284354321717,0.0999999999999999
2009,Fiji,"Chickens, layers",Olive Oil,crops,crops,2.91856098191521,2.92148246437959,3.24609162708844,0.324609162708844,0.1
2003,North Macedonia,"Chickens, layers","Vegetables, Other",crops,crops,879.764068465627,7392.97536525737,8214.41707250819,821.441707250819,0.1
1969,French Guiana,Goats,Molasses,crops,crops,3.75777891492832e-18,4.9937261327951094e-18,5.5485845919945596e-18,5.54858459199456e-19,0.1
1979,"China, mainland","Chickens, layers",Cottonseed Cake,crops,crops,22089.1176588304,24749.711662555,27499.6796250611,2749.96796250611,0.0999999999999999
2003,Poland,Rabbits and hares,Fodder vegetables and roots,residues,residues,0.260129393115437,2.60129393115437,3.22656861281757,0.6252746816632,0.193789364707538
2019,Mexico,Goats,Fodder cereal and grasses,residues,residues_grazers,41624.9974280194,183370.032722552,203744.480802836,20374.4480802836,0.0999999999999998
2011,Cameroon,Horses,Millet and products,crops,crops,2.39861266893905,2.72414840311079,3.02683155901199,0.3026831559012,0.1
2010,Palestine,"Cattle, dairy",Grassland,grass,grass,83601.6565569102,418008.282784551,418008.282784551,0,0
1995,Romania,"Chickens, broilers",Rape and Mustard Cake,crops,crops,38.106645745286,42.7204548713969,47.4671720793299,4.74671720793298,0.0999999999999999
1998,El Salvador,Pigs,Molasses,crops,crops,3106.66067834795,4128.45272870159,4587.16969855732,458.716969855733,0.1
1996,Ireland,"Cattle, dairy",Soyabean Cake,crops,crops,21823.7354578574,24799.6993839288,27555.2215376987,2755.52215376987,0.1
2003,Switzerland,"Cattle, non-dairy","Oilseed Cakes, Other",crops,crops,4.47257299290097e-13,4.97551459301119e-13,5.52834954779021e-13,5.5283495477901997e-14,0.1
1982,Morocco,Camels,DDGS Barley,crops,crops,13.7606076326956,14.9734577069593,16.6371752299548,1.66371752299548,0.1
2007,Russian Federation,Goats,Maize and products,crops,crops,5707.19501539956,6620.87588793452,7356.52876437169,735.652876437169,0.1
2012,Republic of Korea,"Cattle, dairy",Copra Cake,crops,crops,60602.0156027555,66668.8840514362,74076.5378349292,7407.65378349292,0.1
2007,Russian Federation,"Cattle, non-dairy",Sunflowerseed Cake,crops,crops,81645.3473606342,89720.1619347629,99689.0688164032,9968.90688164032,0.1
1996,Cuba,"Cattle, dairy",DDGS,crops,crops,130.52402881274801,144.066256967713,160.110182434274,16.0439254665608,0.100205528609318
1998,Niger,Asses,Sorghum and products,crops,crops,1806.14327804845,2088.02691103867,2320.02990115408,232.002990115407,0.0999999999999997
2012,United States of America,"Chickens, broilers",Cottonseed Cake,crops,crops,211175.700697797,236611.429353274,262901.588170304,26290.1588170304,0.1
2009,North Korea,Pigs,Sweet potatoes,crops,crops,3901.58159888785,15122.4092980149,16802.6769977943,1680.26769977944,0.1
1998,Nepal,Ducks,Rice and products,crops,crops,702.245183462845,812.78377715607,903.093085728967,90.3093085728967,0.1
1982,Chile,Horses,Soyabean Cake,crops,crops,55.0568553087289,62.5646083053737,69.5162314504152,6.95162314504152,0.1
1965,Egypt,Ducks,DDGS,crops,crops,163.510628956092,180.475307898556,200.528119887285,20.0528119887285,0.1
1974,France,Rabbits and hares,Wheat and products,crops,crops,2.99069011079631,3.40237782798216,3.78041980886906,0.378041980886906,0.0999999999999999
1985,Benin,Goats,Cassava and products,crops,crops,1.08830887455905e-13,2.6161271023054e-13,2.90680789145044e-13,2.90680789145044e-14,0.0999999999999999
