Year,area,area_code,ProcessedItem,Element,Value,item_code,Item,Product_fraction,value_proc_raw,item,Scaling,cf,value_proc
1972,Somalia,201,Sugar cane,Production,407500,2536,Sugar (Raw Equivalent),0.0981528109203983,39997.2704500623,Sugar (Raw Equivalent),0.835007166028191,0.0819583004843426,33398.0074473696
2000,Egypt,59,Barley and products,Production,12804.4795489069,2513,"Alcohol, Non-Food",0.013149528295959,168.37286614338,"Alcohol, Non-Food",0.0847943468968794,0.00111500566385788,14.2770672197836
2008,Spain,203,Maize and products,Production,66379.1970578842,2514,Maize Germ Oil,0.0532824845740105,3536.84854327192,Maize Germ Oil,4.86308638596335,0.259117325342173,17200
2010,Croatia,98,Sugar beet,Production,1630012.65890047,2537,"Beverages, Alcoholic",0.0179331578718156,29231.27434512,"Beverages, Alcoholic",0.407961020909603,0.00731602939351896,11925.2205243238
1964,"China, mainland",41,Potatoes and products,Production,656149.558122854,2531,"Alcohol, Non-Food",0.00320425160404134,2102.46827410617,"Alcohol, Non-Food",0.210658786169624,6.7500375348941e-4,442.903414583349
1970,Italy,106,Soyabeans,Production,844996.489507633,2555,Soyabean Cake,0.788360560662122,666161.906225762,Soyabean Cake,1.01476832235871,0.800003323556877,676000
2019,"China, mainland",41,Sugar beet,Production,8362951.03373232,2537,"Beverages, Alcoholic",0.0184220981672498,154063.10491132,"Beverages, Alcoholic",5.32054339706246,0.0980155727637972,819699.435566863
1979,Yugoslav SFR,248,"Fruits, Other",Production,278104.321548076,2625,"Beverages, Fermented",0.0209560286469926,5827.96212921392,"Beverages, Fermented",0.0374047279230388,7.8385454988816e-4,217.99333778902
2009,Israel,105,Soyabeans,Production,260604.700867204,2555,Soyabean Cake,0.795867614240181,207406.841538958,Soyabean Cake,0.975859805289897,0.776655215068958,202400
2008,Italy,106,Rice and products,Production,57.1327607832513,2807,"Alcohol, Non-Food",0.0216272611356822,1.23562513686184,"Alcohol, Non-Food",0.717249352505403,0.0155121390460333,0.886251329353554
2006,Czech Republic,167,Sugar beet,Production,3139108,2537,"Beverages, Alcoholic",0.0172440145109111,54130.8239033171,"Beverages, Alcoholic",1.01042339990124,0.0174237557700611,54695.051127845
1973,Mauritius,137,Coconuts - Incl Copra,Production,6172.5,2560,Coconut Oil,0.124583799726434,768.993503811413,Coconut Oil,1.17816339866271,0.14678007290401,906
2000,Germany,79,Barley and products,Production,1776900.15145923,2513,"Alcohol, Non-Food",0.013149528295959,23365.3988207071,"Alcohol, Non-Food",0.967985984185297,0.0127285590891363,22617.3785733441
1970,"China, mainland",41,Sugar beet,Production,2102900,2537,"Beverages, Alcoholic",0.0153484597667052,32276.2760434043,"Beverages, Alcoholic",5.09771129632735,0.0782420167339587,164535.136989842
2012,DR Congo,250,Sugar cane,Production,1266974.80314961,2536,Molasses,0.0392402789199287,49716.4446601123,Molasses,0.946348733233979,0.0371349882476225,47049.0944249945
2008,Bolivia,19,Soyabeans,Production,1392850,2555,Soy hulls,0.05,69642.5,Soy hulls,1,0.05,69642.5
1970,Romania,183,Apples and products,Production,3103.6188897236,2617,"Alcohol, Non-Food",0.00740119194377858,22.9704791231813,"Alcohol, Non-Food",0.19855182948885,0.00146952020083537,4.56083065414307
1994,Italy,106,Wheat and products,Production,74570.7130929624,2511,Beer,4.96648260490235,370354.149411361,Beer,0.671227292468507,3.33363867198054,248591.812963865
1994,Hungary,97,Wheat and products,Production,50756.9759110363,2511,DDGS,0.28,14211.9532550902,DDGS,0.975669552246981,0.273187474629155,13866.1700689489
1983,Poland,173,Oats,Production,3225.40421006221,2516,"Alcohol, Non-Food",0.0212098482157725,68.4103337299331,"Alcohol, Non-Food",1.80549914553698,0.0382943628305463,123.514799095294
1980,Spain,203,Maize and products,Production,49018.8131573101,2514,"Alcohol, Non-Food",0.0282076999646327,1382.70797416379,"Alcohol, Non-Food",0.644832454311734,0.0181892403986832,891.614976576446
1964,Norway,162,Groundnuts,Production,7071.98427060134,2552,Groundnut Cake,0.380896106479908,2693.6912737592,Groundnut Cake,0.91881353446492,0.34997249785873,2475
1998,Angola,7,Palm kernels,Production,19050,2562,Palmkernel Oil,0.452573295323536,8621.52127591336,Palmkernel Oil,1.02070153495825,0.461942257217848,8800
1961,Kenya,114,Sugar cane,Production,445000,2536,"Alcohol, Non-Food",0.0032187560266493,1432.34643185894,"Alcohol, Non-Food",0.192169559819366,6.1854692880712e-4,275.253383319172
1978,Thailand,216,Apples and products,Production,442.093862815884,2617,"Beverages, Alcoholic",0.0157987818003867,6.98454447391826,"Beverages, Alcoholic",1.01395198189344,0.0160192061180041,7.08199271195229
1977,Chile,40,Barley and products,Production,27335.1398192798,2513,DDGS Barley,0.28,7653.83914939836,DDGS Barley,0.955089316264848,0.267425008554157,7310.1
2001,Italy,106,Rape and Mustardseed,Production,31166.6018554525,2558,Rape and Mustard Cake,0.594363477513292,18524.2898610789,Rape and Mustard Cake,0.917713992141658,0.545455679731922,17000
2000,Indonesia,101,Sugar cane,Production,23899992,2536,Sugar (Raw Equivalent),0.109324126605794,2612845.75128546,Sugar (Raw Equivalent),0.675692938213422,0.073869540323885,1765481.42278453
1987,Costa Rica,48,Sugar cane,Production,2630197.93227502,2536,Molasses,0.0382534567209002,100614.162769684,Molasses,0.93711459107236,0.0358478724521106,94287
2012,Philippines,171,Sugar cane,Production,30831958.7628866,2536,"Sweeteners, Other",0.0202047269320641,622951.307584785,"Sweeteners, Other",1.45007625912214,0.0292983948462318,903326.901717788
1980,South Korea,117,Apples and products,Production,4500.00670700808,2617,"Sweeteners, Other",0.00973061426411092,43.7878294518076,"Sweeteners, Other",17.0079180102779,0.165497489593639,744.739813164374
1996,South Korea,117,"Fruits, Other",Production,1918.4006654546,2625,"Beverages, Alcoholic",0.0173675906797258,33.3179975173291,"Beverages, Alcoholic",1778.47270871573,30.8877860400379,59255.149293628
2008,Belarus,57,Sugar beet,Production,3749678.66000817,2537,"Beverages, Alcoholic",0.017248757449057,64677.2977183861,"Beverages, Alcoholic",2.21155148176839,0.0381465150951257,143037.173605872
2003,Argentina,9,Cottonseed,Production,42000,2559,Cottonseed Cake,0.513663925387353,21573.8848662688,Cottonseed Cake,0.88532965288339,0.454761904761905,19100
1971,Romania,183,"Oilcrops, Other",Production,52170.2414339272,2570,"Oilcrops Oil, Other",0.392687918436981,20486.6235130436,"Oilcrops Oil, Other",1.03164877250483,0.405116009032988,21135
2006,New Zealand,156,Wheat and products,Production,73492.7935350617,2511,"Alcohol, Non-Food",0.0479743547676667,3525.76934991793,"Alcohol, Non-Food",1.04646410233594,0.0502034400970924,3689.59105780544
1970,Romania,183,Soyabeans,Production,64970.5,2555,Soyabean Cake,0.788360560662122,51220.1798064984,Soyabean Cake,1.0016169446068801,0.789635296018962,51303
2021,Croatia,98,Sugar beet,Production,783000,2537,Molasses,0.05,39150,Molasses,1.28208687319485,0.0641043436597423,50193.7010855782
1991,"China, mainland",41,Rape and Mustardseed,Production,6169959.06543695,2558,Rape and Mustard Oil,0.374355652761653,2309759.05345433,Rape and Mustard Oil,0.894032646786995,0.334686175078174,2065000
1984,Canada,33,"Oilcrops, Other",Production,48946.702685212,2570,"Oilcrops Oil, Other",0.394824518344732,19325.3583122516,"Oilcrops Oil, Other",1.24714375850514,0.49240293375843,24101.5
1968,Tunisia,222,Barley and products,Production,8202.1927422165,2513,Beer,4.61297711447295,37836.5274083409,Beer,0.851624136968149,3.92852265396685,32222.5
1962,Denmark,54,Coconuts - Incl Copra,Production,182867.5,2560,Coconut Oil,0.118084524550761,21593.8217932862,Coconut Oil,1.06099791965141,0.125287434891383,22911
2014,Tunisia,222,Wine,Production,1000,2655,"Beverages, Alcoholic",0.0186306759953947,18.6306759953947,"Beverages, Alcoholic",0.493199468582115,0.00918863950025423,9.18863950025423
1985,Austria,11,Rice and products,Production,22151,2807,"Alcohol, Non-Food",0.0200394559855192,443.893989535236,"Alcohol, Non-Food",1.04572398310411,0.0209557397324167,464.190590812762
1996,Slovakia,199,Molasses,Production,20746,2544,"Sweeteners, Other",0.0508688481010279,1055.32512270392,"Sweeteners, Other",0.52664858473643394,0.0267900068595789,555.785482308825
2007,Colombia,44,Maize and products,Production,10346.6698007748,2514,Maize Germ Oil,0.051739263145839,535.329071505393,Maize Germ Oil,50.3998408383248,2.60765062764249,26980.5
2013,Cambodia,115,Sugar cane,Production,92384.1059602649,2536,"Alcohol, Non-Food",0.00991797498540103,916.263251962546,"Alcohol, Non-Food",1.960968554376,0.0194488370694592,1796.76342462885
1963,India,100,Apples and products,Production,670.3467674775,2617,"Beverages, Alcoholic",0.0147329790641557,9.87620489097046,"Beverages, Alcoholic",0.174432335961599,0.00256990795383401,1.72272948956734
1964,Barbados,14,Molasses,Production,10200,2544,"Sweeteners, Other",0.0195686239179433,199.599963963022,"Sweeteners, Other",1.58861149699342,0.0310869409363851,317.086797551128
1997,Paraguay,169,"Fruits, Other",Production,73.3636682948607,2625,"Sweeteners, Other",0.0152798890963514,1.12098871524698,"Sweeteners, Other",0.779485184943103,0.0119104471781796,0.873794096023427
2014,Papua New Guinea,168,"Fruits, Other",Production,102626.300851466,2625,"Alcohol, Non-Food",0.0164348060526095,1686.6433503906,"Alcohol, Non-Food",2.47303616163086,0.0406438696774931,4171.1299972902
1979,Dominican Republic,56,Sugar cane,Production,10304000,2536,Sugar (Raw Equivalent),0.0983588245034353,1013489.3276834,Sugar (Raw Equivalent),1.15735505837159,0.113836083074534,1172967
1969,Canada,33,"Oilcrops, Other",Production,61850.7722293356,2570,"Oilcrops Oil, Other",0.391414898150205,24209.3137126569,"Oilcrops Oil, Other",0.951121550709706,0.372283144899505,23026
1988,Hungary,97,Barley and products,Production,142874.436716082,2513,"Alcohol, Non-Food",0.0132535302403372,1893.59066758775,"Alcohol, Non-Food",3.04350640149401,0.0403372041288608,5763.15531861261
1982,Peru,170,Cottonseed,Production,140247,2559,Cottonseed Oil,0.161541746895311,22655.7453768267,Cottonseed Oil,1.11260960876541,0.179732899812474,25207
2009,Lithuania,126,Barley and products,Production,55476.8990727634,2513,Beer,5.44032384536677,301812.29689256,Beer,0.914855036865153,4.97710767211139,276114.5
1961,Belgium-Luxembourg,15,Maize and products,Production,55910.2099373811,2514,Maize Germ Oil,0.064067597393988,3582.03282048148,Maize Germ Oil,1.06085013466996,0.067966119323393,3800
1981,Philippines,171,Molasses,Production,352600,2544,"Sweeteners, Other",0.0316552667494815,11161.6470558672,"Sweeteners, Other",1.70787014585926,0.0540630850406507,19062.6437853334
2004,Saint Vincent and the Grenadines,191,Groundnuts,Production,247.731843575419,2552,Groundnut Oil,0.280476649810189,69.4829975373353,Groundnut Oil,0.546896382522666,0.153391665163269,38
2016,Saudi Arabia,194,Apples and products,Production,137913.888888889,2617,"Sweeteners, Other",0.073254586702539,10102.8249310954,"Sweeteners, Other",6.76441593646371,0.495524493709718,68339.7099672049
1995,Russian Federation,185,Soyabeans,Production,229190.268638102,2555,Soyabean Oil,0.181052196919713,41495.4016495475,Soyabean Oil,0.959889491765754,0.173790101284337,39831
2015,Guatemala,89,Palm Oil,Production,15698.1132075472,2577,"Oilcrops Oil, Other",1.13328579942772,17790.448775922,"Oilcrops Oil, Other",1.6300881650186,1.84735576923077,29000
1981,"China, mainland",41,Palm kernels,Production,41000,2562,Palmkernel Cake,0.479875477086882,19674.8945605622,Palmkernel Cake,1.0419369688055,0.5,20500
2003,Malaysia,131,"Oilcrops, Other",Production,142758.5,2570,"Oilseed Cakes, Other",1.29221892603571,184475.235552469,"Oilseed Cakes, Other",0.440357209772447,0.569037920684232,81235
1977,Cyprus,50,Olives (including preserved),Production,4097.71544899344,2563,Olive Oil,0.219239049264321,898.379239193044,Olive Oil,1.05189429894755,0.230616306027821,945
2000,Denmark,54,Rape and Mustardseed,Production,309000,2558,Rape and Mustard Oil,0.37976796937,117348.30253533,Rape and Mustard Oil,0.994901481125814,0.377831715210356,116750
1991,Lebanon,121,Barley and products,Production,2183.31689434663,2513,DDGS Barley,0.28,611.328730417057,DDGS Barley,0.967106518282989,0.270789825119237,591.22
1985,Japan,110,Sugar beet,Production,3921000,2537,"Sweeteners, Other",0.0121726288545791,47728.8777388047,"Sweeteners, Other",10.9679071131968,0.133508262600443,523485.897656336
1983,North Korea,116,Barley and products,Production,20000,2513,DDGS Barley,0.28,5600,DDGS Barley,0.95,0.266,5320
1979,New Zealand,156,Barley and products,Production,59892.5152340608,2513,DDGS Barley,0.28,16769.904265537,DDGS Barley,0.949743048487819,0.265928053576589,15927.1
1980,South Korea,117,"Cereals, Other",Production,116.189506861908,2520,DDGS,0.28,32.5330619213343,DDGS,0.982357380489532,0.275060066537069,31.9590934883457
1991,"China, mainland",41,Maize and products,Production,46449.6023711305,2514,"Alcohol, Non-Food",0.0383298191402477,1780.40485802185,"Alcohol, Non-Food",0.103099605373755,0.00395178922740695,183.55903826757
1969,Turkey,223,"Fruits, Other",Production,91538.3170199916,2625,"Alcohol, Non-Food",0.00701021540640404,641.703320249842,"Alcohol, Non-Food",1.70943376227982,0.0119834988965612,1096.94932100214
2005,Japan,110,Sugar beet,Production,4201000,2537,Sugar (Raw Equivalent),0.11000736039193,462140.921006497,Sugar (Raw Equivalent),1.5175682279998,0.166943674976916,701330.378578024
1972,Sudan,206,Barley and products,Production,1585.19388035126,2513,"Alcohol, Non-Food",0.00861014761477965,13.6487533078697,"Alcohol, Non-Food",0.340475213092232,0.00293154184389767,4.64706219094025
2012,Australia,10,Sugar cane,Production,25957030,2536,Molasses,0.0392402789199287,1018561.09713296,Molasses,0.713554642962304,0.028000083214451,726799
1968,Jordan,112,Sesame seed,Production,2952.7259047619,2561,Sesameseed Oil,0.436924102812803,1290.11711679022,Sesameseed Oil,0.758070711001217,0.33121936527287,978
2019,Myanmar,28,Sugar beet,Production,422398.300578613,2537,"Beverages, Alcoholic",0.0184220981672498,7781.46295893869,"Beverages, Alcoholic",0.168193254531197,0.00309847264604293,1308.78958007785
1995,Colombia,44,Rape and Mustardseed,Production,13,2558,Rape and Mustard Oil,0.375420794097378,4.88047032326592,Rape and Mustard Oil,1.02449142578826,0.384615384615385,5
1976,Burkina Faso,233,Barley and products,Production,2957,2513,Beer,4.87746088820828,14422.6518464319,Beer,1.3342206554587701,6.50760906323977,19243
2009,Denmark,54,"Oranges, Mandarines",Production,0.50567677530131006,2611,"Beverages, Alcoholic",0.0172362895463778,0.00871599131597199,"Beverages, Alcoholic",1.08680566566074,0.0187324971339723,0.00947258874404814
2012,Slovakia,199,"Oilcrops, Other",Production,996.280552603613,2570,"Oilseed Cakes, Other",1.32071122015323,1315.79890424405,"Oilseed Cakes, Other",2.6987406575172,3.56425706666667,3551
2013,Austria,11,Soyabeans,Production,43000,2555,Soy hulls,0.05,2150,Soy hulls,1,0.05,2150
2018,Spain,203,Plantains,Production,4000,2616,"Beverages, Fermented",0.0143647711363159,57.4590845452637,"Beverages, Fermented",0.485850188113862,0.00697912675879167,27.9165070351667
1965,Algeria,4,Sugar beet,Production,13943,2537,"Sweeteners, Other",0.00616771473129031,85.9964464983808,"Sweeteners, Other",3.65523918812307,0.0225444725869763,314.337581280211
2018,Jamaica,109,Sugar cane,Production,944534.429599178,2536,"Beverages, Alcoholic",0.0173452008926465,16383.139431419,"Beverages, Alcoholic",1.21651699717277,0.0211007317052807,19930.3675853726
2001,Jamaica,109,Coconuts - Incl Copra,Production,64750,2560,Copra Cake,0.0779006568612351,5044.06753176497,Copra Cake,0.693884445035436,0.0540540540540541,3500
1971,South Africa,202,Barley and products,Production,55477.4670398516,2513,Beer,4.67505450727593,259360.18233691,Beer,2.17081702722059,10.1486879275789,563023.5
1997,South Africa,202,Soyabeans,Production,134045.512964824,2555,Soy hulls,0.05,6702.27564824122,Soy hulls,0.968510598591002,0.0484255299295501,6491.225
2020,Belarus,57,"Oilcrops, Other",Production,18000,2570,"Oilcrops Oil, Other",0.319456128667027,5750.21031600649,"Oilcrops Oil, Other",0.974113188572168,0.311186428104759,5601.35570588565
1994,Zambia,251,Sugar cane,Production,1311000,2536,"Beverages, Fermented",0.0199744204987626,26186.4652738777,"Beverages, Fermented",10.7248342631473,0.21422234935164,280845.5
2017,Saint Vincent and the Grenadines,191,Coconuts - Incl Copra,Production,2000,2560,Coconut Oil,0.135854583046175,271.70916609235,Coconut Oil,0.250513502871665,0.0340334074800669,68.0668149601337
2019,Ecuador,58,Sugar cane,Production,6523695.02407705,2536,Sugar non-centrifugal,0.00592122896593647,38628.2919415006,Sugar non-centrifugal,0.748843594900496,0.00443407438508082,28926.5490023392
2018,Puerto Rico,177,"Fruits, Other",Production,619.778729627329,2625,"Beverages, Fermented",0.0143647711363159,8.90297960625321,"Beverages, Fermented",1,0.0143647711363159,8.90297960625321
1975,Viet Nam,237,Sugar cane,Production,1154898.99200682,2536,Molasses,0.0343657717351401,39688.9951364499,Molasses,0.554309826297302,0.0190492849610782,22000
1974,RoW,999,Sugar cane,Production,10647011.5,2536,Molasses,0.0333605583642264,355190.24855034,Molasses,0.850603564008656,0.0283766098419298,302126.091318039
2000,Saudi Arabia,194,Cottonseed,Production,22784.5,2559,Cottonseed Oil,0.160793351699232,3663.59612179114,Cottonseed Oil,1.03873349394733,0.167021440014045,3805.5
2021,Turkey,223,Rape and Mustardseed,Production,131706.293706294,2558,Rape and Mustard Oil,0.412312539577123,54304.1564363325,Rape and Mustard Oil,0.957569427691343,0.39481788255283,52000
