Year,area,item_prod,item_cbs,item_cbs_crop,Name_biomass,Product_residue,Prod_ygpit_Mg,Area_ygpit_ha
2014,Finland,Cauliflowers and broccoli,Other crop residues,"Vegetables, Other",Cauliflower,Residue,1482.2709999999995,NA
1995,India,Cocoa beans,Firewood,Cocoa Beans and products,Cocoa beans,Residue,9287.2442,NA
1966,Mauritania,"Cow peas, dry",Straw,"Pulses, Other and products",Pulses nes,Residue,4959.337033003137,NA
2013,Samoa,"Other stimulant, spice and aromatic crops, n.e.c.","Spices, Other","Spices, Other","Spices, Other",Product,99.18,100
1987,Turkey,Unmanufactured tobacco,Tobacco,Tobacco,Tobacco,Product,184712,206247
2020,Dominican Republic,Other pulses n.e.c.,Straw,"Pulses, Other and products",Pulses nes,Residue,4765.661347443567,NA
2021,Jamaica,Coconuts,Coconuts,Coconuts,Coconut,Product,101640,16700
2014,Hungary,Oats,Straw,Oats,Oats,Residue,217591.85769230768,NA
1998,Denmark,Rape or colza seed,Rape and Mustardseed,Rape and Mustardseed,Rape,Product,358800,117278
2016,Turkey,Asparagus,"Vegetables, Other","Vegetables, Other",Asparagus,Product,145,39
1988,Argentina,Maize (corn),Maize and products,Maize and products,Maize,Product,9200000,2437500
2014,Nigeria,"Other stimulant, spice and aromatic crops, n.e.c.",Other crop residues,"Spices, Other","Spices, Other",Residue,19718.8425,NA
1990,Cuba,Cantaloupes and other melons,Other crop residues,"Vegetables, Other",Melon,Residue,9335.04,NA
1987,"China, mainland",Unmanufactured tobacco,Other crop residues,Tobacco,Tobacco,Residue,815282.7999999999,NA
2012,Mali,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Other crop residues,"Vegetables, Other",Pepper,Residue,15903.749735653068,NA
1977,Bulgaria,"Chestnuts, in shell",Nuts and products,Nuts and products,Chestnut,Product,200,95.2380952380952
2016,Czech Republic,Cauliflowers and broccoli,"Vegetables, Other","Vegetables, Other",Cauliflower,Product,2633,248
2012,Fiji,"Pepper (Piper spp.), raw",Pepper,Pepper,"Spices, Other",Product,120,1800
1985,Netherlands,Plums and sloes,Firewood,"Fruits, Other",Plum,Residue,2854.362683237005,NA
1992,Italy,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,103885,4130
1973,Zimbabwe,Strawberries,"Fruits, Other","Fruits, Other",Strawberry,Product,34.5235746695601,12.083251134346
1961,Cyprus,Spinach,Other crop residues,"Vegetables, Other",Spinach,Residue,8.895652173913046,NA
2020,Poland,Vegetables and roots fodder,Fodder vegetables and roots,Fodder vegetables and roots,"Fodder, other",Product,45184.8877436539,1656.73012601702
1992,Greece,"Forage and silage, alfalfa",Other crop residues,Fodder legumes,Alfalfa,Residue,0,NA
2009,Egypt,Pomelos and grapefruits,Firewood,Grapefruit and products,Grapefruit,Residue,380.4611393204806,NA
1987,Libya,"Beans, dry",Straw,Beans,Beans,Residue,154.71924165554688,NA
2002,Croatia,Barley,Straw,Barley and products,Barley,Residue,279663.39397212793,NA
1970,North Korea,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,400000,38000
1962,Central African Republic,"Pumpkins, squash and gourds",Other crop residues,"Vegetables, Other","Squash, pumpkin",Residue,451.0227272727273,NA
1987,Tanzania,Sorghum,Straw,Sorghum and products,Sorghum,Residue,3030531.2046306822,NA
1969,Australia,"Other citrus fruit, n.e.c.",Firewood,"Citrus, Other",Citrus,Residue,48.78205644320509,NA
1991,Egypt,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Other crop residues,"Vegetables, Other",Pepper,Residue,169676.36164792118,NA
2020,Kenya,"Cow peas, dry",Straw,"Pulses, Other and products",Pulses nes,Residue,163094.95873008907,NA
2000,Trinidad and Tobago,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,12432.305212820664,NA
2011,Kazakhstan,Mixed Grasses and Legumes,Other crop residues,Fodder mix,Cereal-legume mixture,Residue,0,NA
1992,France,Cauliflowers and broccoli,Other crop residues,"Vegetables, Other",Cauliflower,Residue,192289.55002879992,NA
1980,Tanzania,Maize (corn),Straw,Maize and products,Maize,Residue,4435662.38037736,NA
1970,Peru,Lupins,"Pulses, Other and products","Pulses, Other and products",Lupin,Product,1445,1565
2004,Spain,Millet,Straw,Millet and products,Millet,Residue,651.9333333333333,NA
2009,Romania,"Forage and silage, legumes",Fodder legumes,Fodder legumes,Other legumes for green fodder,Product,2232597.45748419,80424.0335666183
2006,Ecuador,"Other citrus fruit, n.e.c.","Citrus, Other","Citrus, Other",Citrus,Product,21710,6750
1971,South Africa,Plums and sloes,"Fruits, Other","Fruits, Other",Plum,Product,12432,2200
1989,Portugal,Bananas,Bananas,Bananas,"Bananas, platains",Product,45476,1178
1979,Sudan,Pomelos and grapefruits,Grapefruit and products,Grapefruit and products,Grapefruit,Product,45000,3000
2001,Czech Republic,"Beans, dry",Beans,Beans,Beans,Product,228,139
1987,Morocco,Cantaloupes and other melons,Other crop residues,"Vegetables, Other",Melon,Residue,88979.53679999999,NA
1995,Bangladesh,"Lentils, dry","Pulses, Other and products","Pulses, Other and products",Lentils,Product,167945,207600
2014,Brunei Darussalam,Eggplants (aubergines),Other crop residues,"Vegetables, Other",Aubergine,Residue,259.3200024,NA
2016,Serbia,"Peas, green","Vegetables, Other","Vegetables, Other","Pea, green, with pod",Product,41148,7502
2002,Nepal,"Chick peas, dry","Pulses, Other and products","Pulses, Other and products",Chickpea,Product,11029,13183
2010,Barbados,Sweet potatoes,Sweet potatoes,Sweet potatoes,Sweet potato,Product,1176,56
1963,Egypt,Dates,Firewood,Dates,Dates,Residue,96745.59675,NA
1986,Mexico,"Other stimulant, spice and aromatic crops, n.e.c.","Spices, Other","Spices, Other","Spices, Other",Product,681,215
2009,Bulgaria,"Peas, green","Vegetables, Other","Vegetables, Other","Pea, green, with pod",Product,4977,959
1967,Afghanistan,Sugar beet,Other crop residues,Sugar beet,Sugar beet,Residue,70174.12499999999,NA
2009,Israel,Safflower seed,Other crop residues,"Oilcrops, Other",Safflower,Residue,6.480812030075188,NA
1966,Sweden,Apples,Apples and products,Apples and products,Apple,Product,117000,10315.9441587068
2007,Bosnia and Herzegovina,Figs,Firewood,"Fruits, Other",Figs,Residue,308.44354838709677,NA
2011,Turkey,Soya beans,Soyabeans,Soyabeans,Soyabeans,Product,102260,26421
1993,Nigeria,Sugar cane,Sugar cane,Sugar cane,Sugarcane,Product,905000,23800
1994,Kazakhstan,Apples,Apples and products,Apples and products,Apple,Product,38000,43000
2002,Kiribati,"Other tropical fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,409.90571535024657,NA
1999,Azerbaijan,Persimmons,Firewood,"Fruits, Other",Persimmon,Residue,24444.21526807986,NA
1977,Iraq,Dates,Dates,Dates,Dates,Product,578300,155616.350589441
2003,Slovakia,"Forage and silage, alfalfa",Fodder legumes,Fodder legumes,Alfalfa,Product,1646132.06408822,63000
1970,RoW,"Sisal, raw",Sisal,Sisal,"Fibres, other",Product,8090,8210
1985,Kuwait,"Onions and shallots, dry (excluding dehydrated)",Other crop residues,Onions,Onion,Residue,5501.692277603569,NA
1998,Germany,Unmanufactured tobacco,Tobacco,Tobacco,Tobacco,Product,9826,3847
1992,Bangladesh,"Beans, dry",Beans,Beans,Beans,Product,83000,121000
1979,Solomon Islands,"Cassava, fresh",Other crop residues,Cassava and products,Cassava,Residue,0,NA
1996,Germany,Mixed grain,"Cereals, Other","Cereals, Other",Cereals nes,Product,279903,57265
1997,Mexico,Mixed Grasses and Legumes,Other crop residues,Fodder mix,Cereal-legume mixture,Residue,0,NA
1993,Georgia,"Pepper (Piper spp.), raw",Pepper,Pepper,"Spices, Other",Product,120,183.585569820146
2000,South Korea,Carrots and turnips,Other crop residues,"Vegetables, Other",Carrot,Residue,107989.3610083894,NA
1971,Mexico,Cantaloupes and other melons,Other crop residues,"Vegetables, Other",Melon,Residue,50310.12096000001,NA
1980,Thailand,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Firewood,Nuts and products,Nuts nes,Residue,11540.533333333333,NA
1994,Spain,Plums and sloes,"Fruits, Other","Fruits, Other",Plum,Product,148500,21200
2011,Algeria,"Seed cotton, unginned",Other crop residues,Seed cotton,Seed cotton,Residue,43.87261146496816,NA
1997,Brunei Darussalam,Pineapples,Firewood,Pineapples and products,Pineapple,Residue,1809.214615384615,NA
1973,Dominica,"Cassava, fresh",Cassava and products,Cassava and products,Cassava,Product,800,80
2016,Tanzania,Unmanufactured tobacco,Other crop residues,Tobacco,Tobacco,Residue,27311.4,NA
1988,Sweden,Cucumbers and gherkins,Other crop residues,"Vegetables, Other",Cucumber,Residue,2867.2938,NA
1983,Trinidad and Tobago,Eggplants (aubergines),Other crop residues,"Vegetables, Other",Aubergine,Residue,1320.0420465599998,NA
2010,Suriname,"Other beans, green","Vegetables, Other","Vegetables, Other","Beans, green",Product,1897,108
2002,Bulgaria,Carrots and turnips,"Vegetables, Other","Vegetables, Other",Carrot,Product,8886,810
1982,Indonesia,"Ginger, raw","Spices, Other","Spices, Other","Spices, Other",Product,47000,5900
1964,Myanmar,Wheat,Straw,Wheat and products,Wheat,Residue,118469.31513443786,NA
2006,Angola,"Coffee, green",Firewood,Coffee and products,Coffee,Residue,7926.190476190477,NA
1997,Mexico,Apricots,Firewood,"Fruits, Other",Apricot,Residue,729.8520976117784,NA
1966,Morocco,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,275000,26096
2013,Chile,Green garlic,Other crop residues,"Vegetables, Other",Garlic,Residue,988.3584,NA
2016,Venezuela,Maize (corn),Straw,Maize and products,Maize,Residue,2905719.550066415,NA
1977,Sudan,Sorghum,Straw,Sorghum and products,Sorghum,Residue,9608817.476761367,NA
1991,Turkey,Bananas,Bananas,Bananas,"Bananas, platains",Product,35000,1309
2012,DR Congo,Sugar cane,Sugar cane,Sugar cane,Sugarcane,Product,2013166.73,45000
1975,Thailand,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Pimento,Pimento,"Chili pepper and peppers, dry",Product,61200,33888
2007,Gambia,Millet,Millet and products,Millet and products,Millet,Product,89186,111718
1984,Algeria,"Tangerines, mandarins, clementines","Oranges, Mandarines","Oranges, Mandarines",Mandarin,Product,93130,13500
2001,Lao,"Ramie, raw or retted",Other crop residues,"Soft-Fibres, Other","Fibres, other",Residue,1330.12987012987,NA
1997,Bolivia,Sesame seed,Sesame seed,Sesame seed,"Oilcrops, other",Product,11215.31,11803
2021,Bulgaria,Potatoes,Other crop residues,Potatoes and products,Potato,Residue,34237,NA
1998,Greece,Maize (corn),Maize and products,Maize and products,Maize,Product,1898003.52,215079
1965,Argentina,Barley,Straw,Barley and products,Barley,Residue,639854.9501091428,NA
1997,Uganda,Sesame seed,Sesame seed,Sesame seed,"Oilcrops, other",Product,73000,172000
1987,Benin,Millet,Straw,Millet and products,Millet,Residue,69266.95416666669,NA
1990,Guatemala,"Beans, dry",Beans,Beans,Beans,Product,118182,129990
1986,Burundi,Bananas,Bananas,Bananas,"Bananas, platains",Product,1436000,260000
1990,Iran,Mushrooms and truffles,Other crop residues,"Vegetables, Other",Mushrooms,Residue,NA,NA
1971,Suriname,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Other crop residues,"Roots, Other","Roots, other",Residue,309.58702719999997,NA
2006,Moldova,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Nuts and products,Nuts and products,Nuts nes,Product,700,300
2008,Argentina,Cherries,"Fruits, Other","Fruits, Other",Cherries,Product,6894.17,1475
2013,Azerbaijan,"Broad beans and horse beans, dry","Pulses, Other and products","Pulses, Other and products",Fava bean,Product,122,67
1999,Suriname,Sweet potatoes,Other crop residues,Sweet potatoes,Sweet potato,Residue,130.87956251999998,NA
1996,Cyprus,Oranges,Firewood,"Oranges, Mandarines",Orange,Residue,12421.648512000003,NA
1988,Libya,"Tangerines, mandarins, clementines",Firewood,"Oranges, Mandarines",Mandarin,Residue,812.2581183977312,NA
1989,Hungary,Rye,Straw,Rye and products,Rye,Residue,406750.67842500017,NA
2016,RoW,Currants,"Fruits, Other","Fruits, Other",Berries nes,Product,76.3,10
2017,Egypt,Oranges,Firewood,"Oranges, Mandarines",Orange,Residue,732990.207456,NA
2006,Pakistan,Apples,Firewood,Apples and products,Apple,Residue,116935.0307338247,NA
2007,Malawi,"Vanilla, raw",Other crop residues,"Spices, Other","Spices, Other",Residue,64.4175,NA
2017,North Korea,Cucumbers and gherkins,Other crop residues,"Vegetables, Other",Cucumber,Residue,13390.616,NA
1961,Belize,Cocoa beans,Cocoa Beans and products,Cocoa Beans and products,Cocoa beans,Product,17,80
1988,Pakistan,Forage products,Other crop residues,Fodder vegetables and roots,"Fodder, other",Residue,0,NA
2010,Congo,"Mangoes, guavas and mangosteens","Fruits, Other","Fruits, Other",Fruits,Product,36092.96,4500
2014,Portugal,Yams,Yams,Yams,"Roots, other",Product,2270.53,132
2002,Sudan,"Other fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,386000,67018
1970,Antigua and Barbuda,Watermelons,Other crop residues,"Vegetables, Other",Watermelon,Residue,6.214752720000001,NA
1991,Solomon Islands,Watermelons,"Vegetables, Other","Vegetables, Other",Watermelon,Product,620,36
1989,Iran,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Spices, Other","Spices, Other","Spices, Other",Product,22500,26000
1961,Philippines,Cantaloupes and other melons,Other crop residues,"Vegetables, Other",Melon,Residue,623.7000000000002,NA
1987,Thailand,"Sisal, raw",Sisal,Sisal,"Fibres, other",Product,65,100
2010,Burundi,Soya beans,Other crop residues,Soyabeans,Soyabeans,Residue,5894.78183775,NA
2011,Indonesia,Other sugar crops n.e.c.,Sugar beet,Sugar beet,Sugar beet,Product,200000,74000
2009,Gabon,"Coffee, green",Firewood,Coffee and products,Coffee,Residue,185.7582,NA
1965,South Africa,Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,217000,7000
2004,Sudan,"Onions and shallots, dry (excluding dehydrated)",Onions,Onions,Onion,Product,1207000,53340
1990,Nicaragua,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,7603.727596563341,NA
1982,Bulgaria,Wheat,Wheat and products,Wheat and products,Wheat,Product,4912580,1059481
1990,Paraguay,"Coffee, green",Firewood,Coffee and products,Coffee,Residue,25757.004935449735,NA
1971,Australia,Wheat,Wheat and products,Wheat and products,Wheat,Product,8606000,7137852
2015,Bosnia and Herzegovina,Sour cherries,"Fruits, Other","Fruits, Other",Berries nes,Product,4738,2274
1995,Philippines,Chicory roots,Other crop residues,"Vegetables, Other",Chicory roots,Residue,456.8327631,NA
1968,Australia,"Tangerines, mandarins, clementines","Oranges, Mandarines","Oranges, Mandarines",Mandarin,Product,18831,1896
2001,Senegal,Coconuts,Firewood,Coconuts,Coconut,Residue,2179.090909090909,NA
2003,Cameroon,"Cow peas, dry",Straw,"Pulses, Other and products",Pulses nes,Residue,57761.07274018991,NA
1973,Italy,Olives,Firewood,Olives (including preserved),Olive,Residue,2389426.192410292,NA
2009,North Korea,Millet,Straw,Millet and products,Millet,Residue,151555.5555555556,NA
2007,Angola,Bananas,Bananas,Bananas,"Bananas, platains",Product,1397652,65061
1977,Japan,Rice,Rice and products,Rice and products,Rice,Product,17006000,2757000
1965,Greece,Unmanufactured tobacco,Other crop residues,Tobacco,Tobacco,Residue,54686.56812499999,NA
2008,Belgium,"Peas, green",Other crop residues,"Vegetables, Other","Pea, green, with pod",Residue,88198.73999999999,NA
1988,French Polynesia,"Pumpkins, squash and gourds",Other crop residues,"Vegetables, Other","Squash, pumpkin",Residue,10.225090909090907,NA
2018,Nepal,Sugar cane,Sugar cane,Sugar cane,Sugarcane,Product,3558182,78609
2004,Cuba,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,104294.06789534332,NA
1973,Samoa,Papayas,Firewood,"Fruits, Other",Papaya,Residue,78.83838383838385,NA
1971,Netherlands,"Forage and silage, clover",Fodder legumes,Fodder legumes,Clover,Product,6642.4290057312,300
1974,Spain,"Peas, dry",Straw,Peas,Pea,Residue,13229.700823939616,NA
1969,Switzerland,Carrots and turnips,Other crop residues,"Vegetables, Other",Carrot,Residue,14724.485145907078,NA
2013,"China, mainland",Taro,Other crop residues,"Roots, Other","Roots, other",Residue,1164055.5,NA
1988,"China, mainland",Hemp,Other crop residues,Hemp,"Fibres, other",Residue,102029.82857142856,NA
1970,Sri Lanka,Coconuts,Coconuts,Coconuts,Coconut,Product,2063000,466400
2005,Estonia,Triticale,Straw,"Cereals, Other",Triticale,Residue,20600.25,NA
1976,Paraguay,"Groundnuts, excluding shelled",Groundnuts,Groundnuts,"Groundnuts, with shell",Product,18170,20400
1962,Brazil,"Walnuts, in shell",Firewood,Nuts and products,Walnut,Residue,411.84,NA
1965,Germany,"Other oil seeds, n.e.c.","Oilcrops, Other","Oilcrops, Other","Oilcrops, other",Product,6183,4569
1984,Brazil,Peaches and nectarines,Firewood,"Fruits, Other",Peach,Residue,23965.179078706573,NA
1964,Mozambique,Pomelos and grapefruits,Firewood,Grapefruit and products,Grapefruit,Residue,3075.4086735103856,NA
2004,Malta,Lemons and limes,Firewood,"Lemons, Limes and products",Lemon,Residue,81.3356630314525,NA
2011,Denmark,Asparagus,"Vegetables, Other","Vegetables, Other",Asparagus,Product,192,140
2015,DR Congo,"Bambara beans, dry","Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,10763,26754
2004,Portugal,Swedes for fodder,Other crop residues,Fodder vegetables and roots,Other roots and tubers for fodder,Residue,0,NA
2011,Lithuania,Carrots and turnips,"Vegetables, Other","Vegetables, Other",Carrot,Product,70500,2400
1969,Malawi,"Other stimulant, spice and aromatic crops, n.e.c.",Other crop residues,"Spices, Other","Spices, Other",Residue,3307.5000000000005,NA
2015,Canada,Cherries,Firewood,"Fruits, Other",Cherries,Residue,6531.4513117537235,NA
1997,Dominica,"Other stimulant, spice and aromatic crops, n.e.c.",Other crop residues,"Spices, Other","Spices, Other",Residue,24.65232,NA
